subject,relationship_imp,relationship,emotion_type,action,emotion_intensity,mb_violation_us,mb_violation_cn,perspective,culture
179,60,housemate,ashamed,NoCompensate4Help,67,11629.61519,14508.84702,agent,usa
180,73,acquaintances,ashamed,ComplainTroubles,100,12321.42515,16769.77263,agent,usa
180,73,acquaintances,ashamed,NoInvest4Needs,100,14422.93786,19543.4939,agent,usa
180,73,acquaintances,ashamed,NoTimeCompany,100,13337.91806,18058.11389,agent,usa
180,73,acquaintances,ashamed,ExpressDisagree,100,12658.98553,17115.78469,agent,usa
180,73,acquaintances,ashamed,RefuseTaskInstruct,100,13676.08848,18168.04392,agent,usa
180,73,acquaintances,ashamed,PursueOwnAction,0,13546.82843,18149.68075,agent,usa
180,73,acquaintances,ashamed,AvoidSex,100,10117.9226,14717.16,agent,usa
180,73,acquaintances,ashamed,DateOthers,100,12977.34623,18264.41776,agent,usa
180,73,acquaintances,ashamed,InvestRelationship,100,14749.79136,18720.61246,agent,usa
180,73,acquaintances,ashamed,NoShareReward,100,15200.46136,19316.27637,agent,usa
180,73,acquaintances,ashamed,RefuseCompensation,0,9872.581395,12071.58243,agent,usa
180,73,acquaintances,ashamed,NoCompensate4Help,100,12942.43138,16057.22276,agent,usa
181,50,acquaintances,ashamed,ComplainTroubles,0,12321.42515,16769.77263,agent,usa
181,50,acquaintances,ashamed,NoInvest4Needs,22,14422.93786,19543.4939,agent,usa
181,50,acquaintances,ashamed,NoTimeCompany,22,13337.91806,18058.11389,agent,usa
181,50,acquaintances,ashamed,ExpressDisagree,0,12658.98553,17115.78469,agent,usa
181,50,acquaintances,ashamed,RefuseTaskInstruct,50,13676.08848,18168.04392,agent,usa
181,50,acquaintances,ashamed,PursueOwnAction,0,13546.82843,18149.68075,agent,usa
181,50,acquaintances,ashamed,AvoidSex,0,10117.9226,14717.16,agent,usa
181,50,acquaintances,ashamed,DateOthers,0,12977.34623,18264.41776,agent,usa
181,50,acquaintances,ashamed,InvestRelationship,0,14749.79136,18720.61246,agent,usa
181,50,acquaintances,ashamed,NoShareReward,0,15200.46136,19316.27637,agent,usa
181,50,acquaintances,ashamed,RefuseCompensation,0,9872.581395,12071.58243,agent,usa
181,50,acquaintances,ashamed,NoCompensate4Help,0,12942.43138,16057.22276,agent,usa
182,95,romantic,ashamed,ComplainTroubles,87,13320.13033,12315.80862,agent,usa
182,95,romantic,ashamed,NoInvest4Needs,71,15696.52586,14407.43179,agent,usa
182,95,romantic,ashamed,NoTimeCompany,100,14501.52065,13194.88239,agent,usa
182,95,romantic,ashamed,ExpressDisagree,76,13394.80317,12653.29546,agent,usa
182,95,romantic,ashamed,RefuseTaskInstruct,14,14465.75727,13568.2471,agent,usa
182,95,romantic,ashamed,PursueOwnAction,2,14315.41697,13487.95291,agent,usa
182,95,romantic,ashamed,AvoidSex,38,10940.04439,8773.479645,agent,usa
182,95,romantic,ashamed,DateOthers,100,13970.03694,12150.37208,agent,usa
182,95,romantic,ashamed,InvestRelationship,100,16434.07037,11898.96556,agent,usa
182,95,romantic,ashamed,NoShareReward,94,16632.7844,13536.16537,agent,usa
182,95,romantic,ashamed,RefuseCompensation,0,10831.89214,7639.881495,agent,usa
182,95,romantic,ashamed,NoCompensate4Help,75,14287.10241,10786.24778,agent,usa
183,76,dr,ashamed,ComplainTroubles,0,11968.67442,12295.14163,agent,usa
183,76,dr,ashamed,NoInvest4Needs,0,13838.48256,14401.63829,agent,usa
183,76,dr,ashamed,NoTimeCompany,0,12817.10447,13231.86696,agent,usa
183,76,dr,ashamed,ExpressDisagree,3,13065.0731,12525.66363,agent,usa
183,76,dr,ashamed,RefuseTaskInstruct,60,14378.03731,13408.5829,agent,usa
183,76,dr,ashamed,PursueOwnAction,9,14154.45143,13335.51902,agent,usa
183,76,dr,ashamed,AvoidSex,5,8757.862645,9443.766579,agent,usa
183,76,dr,ashamed,DateOthers,9,12071.53301,12535.96967,agent,usa
183,76,dr,ashamed,InvestRelationship,0,13759.47662,12859.61862,agent,usa
183,76,dr,ashamed,NoShareReward,0,15120.32746,13953.16845,agent,usa
183,76,dr,ashamed,RefuseCompensation,5,9919.789608,8273.568709,agent,usa
183,76,dr,ashamed,NoCompensate4Help,0,12762.65649,11389.92236,agent,usa
184,51,housemate,ashamed,ComplainTroubles,23,12903.50363,14427.54241,agent,usa
184,51,housemate,ashamed,NoInvest4Needs,0,15179.14423,16790.22063,agent,usa
184,51,housemate,ashamed,NoTimeCompany,33,13876.29736,15515.91841,agent,usa
184,51,housemate,ashamed,ExpressDisagree,0,13152.43438,15103.11419,agent,usa
184,51,housemate,ashamed,RefuseTaskInstruct,31,14202.76214,16313.4933,agent,usa
184,51,housemate,ashamed,PursueOwnAction,15,14062.94773,16176.04581,agent,usa
184,51,housemate,ashamed,AvoidSex,0,8578.461149,11548.08723,agent,usa
184,51,housemate,ashamed,DateOthers,0,12315.06713,15068.84187,agent,usa
184,51,housemate,ashamed,InvestRelationship,0,12683.82125,16297.9113,agent,usa
184,51,housemate,ashamed,NoShareReward,6,14486.22202,17333.42961,agent,usa
184,51,housemate,ashamed,RefuseCompensation,0,8175.874909,11021.83508,agent,usa
184,51,housemate,ashamed,NoCompensate4Help,35,11629.61519,14508.84702,agent,usa
185,51,dr,ashamed,ComplainTroubles,100,11968.67442,12295.14163,agent,usa
185,51,dr,ashamed,NoInvest4Needs,55,13838.48256,14401.63829,agent,usa
185,51,dr,ashamed,NoTimeCompany,0,12817.10447,13231.86696,agent,usa
185,51,dr,ashamed,ExpressDisagree,91,13065.0731,12525.66363,agent,usa
185,51,dr,ashamed,RefuseTaskInstruct,61,14378.03731,13408.5829,agent,usa
185,51,dr,ashamed,PursueOwnAction,63,14154.45143,13335.51902,agent,usa
185,51,dr,ashamed,AvoidSex,0,8757.862645,9443.766579,agent,usa
185,51,dr,ashamed,DateOthers,0,12071.53301,12535.96967,agent,usa
185,51,dr,ashamed,InvestRelationship,0,13759.47662,12859.61862,agent,usa
185,51,dr,ashamed,NoShareReward,0,15120.32746,13953.16845,agent,usa
185,51,dr,ashamed,RefuseCompensation,0,9919.789608,8273.568709,agent,usa
185,51,dr,ashamed,NoCompensate4Help,53,12762.65649,11389.92236,agent,usa
186,40,housemate,ashamed,ComplainTroubles,14,12903.50363,14427.54241,agent,usa
186,40,housemate,ashamed,NoInvest4Needs,10,15179.14423,16790.22063,agent,usa
186,40,housemate,ashamed,NoTimeCompany,50,13876.29736,15515.91841,agent,usa
186,40,housemate,ashamed,ExpressDisagree,0,13152.43438,15103.11419,agent,usa
186,40,housemate,ashamed,RefuseTaskInstruct,0,14202.76214,16313.4933,agent,usa
186,40,housemate,ashamed,PursueOwnAction,0,14062.94773,16176.04581,agent,usa
186,40,housemate,ashamed,AvoidSex,0,8578.461149,11548.08723,agent,usa
186,40,housemate,ashamed,DateOthers,0,12315.06713,15068.84187,agent,usa
186,40,housemate,ashamed,InvestRelationship,70,12683.82125,16297.9113,agent,usa
186,40,housemate,ashamed,NoShareReward,100,14486.22202,17333.42961,agent,usa
186,40,housemate,ashamed,RefuseCompensation,0,8175.874909,11021.83508,agent,usa
186,40,housemate,ashamed,NoCompensate4Help,100,11629.61519,14508.84702,agent,usa
187,100,closefr,ashamed,ComplainTroubles,100,13009.91679,14568.86428,agent,usa
187,100,closefr,ashamed,NoInvest4Needs,100,15527.707,17063.08669,agent,usa
187,100,closefr,ashamed,NoTimeCompany,100,14196.68907,15676.41109,agent,usa
187,100,closefr,ashamed,ExpressDisagree,75,12308.92078,14736.28943,agent,usa
187,100,closefr,ashamed,RefuseTaskInstruct,22,13006.9719,15676.13012,agent,usa
187,100,closefr,ashamed,PursueOwnAction,38,12966.87512,15634.17946,agent,usa
187,100,closefr,ashamed,AvoidSex,0,10146.08006,11569.16166,agent,usa
187,100,closefr,ashamed,DateOthers,0,13179.89377,15078.92277,agent,usa
187,100,closefr,ashamed,InvestRelationship,0,14114.15625,15090.8637,agent,usa
187,100,closefr,ashamed,NoShareReward,100,14568.51211,16242.60511,agent,usa
187,100,closefr,ashamed,RefuseCompensation,0,8337.894622,9538.168445,agent,usa
187,100,closefr,ashamed,NoCompensate4Help,100,11996.40492,13197.96964,agent,usa
308,100,parentchild,ashamed,ComplainTroubles,64,17054.67091,17183.20313,agent,usa
308,100,parentchild,ashamed,NoInvest4Needs,95,20254.76659,20103.02025,agent,usa
308,100,parentchild,ashamed,NoTimeCompany,100,18568.05463,18514.14294,agent,usa
308,100,parentchild,ashamed,ExpressDisagree,45,15768.63941,17008.19792,agent,usa
308,100,parentchild,ashamed,RefuseTaskInstruct,25,16114.48674,17732.94676,agent,usa
308,100,parentchild,ashamed,PursueOwnAction,4,16318.73407,17846.136,agent,usa
308,100,parentchild,ashamed,AvoidSex,50,15975.8681,15630.41377,agent,usa
308,100,parentchild,ashamed,DateOthers,0,18925.98752,18981.54456,agent,usa
308,100,parentchild,ashamed,InvestRelationship,0,18135.50369,18133.01968,agent,usa
308,100,parentchild,ashamed,NoShareReward,90,17746.8323,18546.92593,agent,usa
308,100,parentchild,ashamed,RefuseCompensation,77,9953.391473,10949.61458,agent,usa
308,100,parentchild,ashamed,NoCompensate4Help,95,14408.81171,15084.20197,agent,usa
309,88,teach,ashamed,ComplainTroubles,83,13250.89674,13464.25104,agent,usa
309,88,teach,ashamed,NoInvest4Needs,5,15320.72711,15651.0526,agent,usa
309,88,teach,ashamed,NoTimeCompany,0,14098.48038,14427.2599,agent,usa
309,88,teach,ashamed,ExpressDisagree,64,14375.69537,14146.27708,agent,usa
309,88,teach,ashamed,RefuseTaskInstruct,59,15686.55432,15258.2151,agent,usa
309,88,teach,ashamed,PursueOwnAction,9,15501.73686,15142.56563,agent,usa
309,88,teach,ashamed,AvoidSex,0,9007.2328,10350.73073,agent,usa
309,88,teach,ashamed,DateOthers,0,12933.55396,13811.09167,agent,usa
309,88,teach,ashamed,InvestRelationship,0,13181.17714,14305.84531,agent,usa
309,88,teach,ashamed,NoShareReward,97,15403.90667,15677.87448,agent,usa
309,88,teach,ashamed,RefuseCompensation,20,9260.780099,9622.836979,agent,usa
309,88,teach,ashamed,NoCompensate4Help,0,12450.52889,12882.23646,agent,usa
310,90,romantic,ashamed,ComplainTroubles,90,13320.13033,12315.80862,agent,usa
310,90,romantic,ashamed,NoInvest4Needs,100,15696.52586,14407.43179,agent,usa
310,90,romantic,ashamed,NoTimeCompany,70,14501.52065,13194.88239,agent,usa
310,90,romantic,ashamed,ExpressDisagree,75,13394.80317,12653.29546,agent,usa
310,90,romantic,ashamed,RefuseTaskInstruct,60,14465.75727,13568.2471,agent,usa
310,90,romantic,ashamed,PursueOwnAction,85,14315.41697,13487.95291,agent,usa
310,90,romantic,ashamed,AvoidSex,100,10940.04439,8773.479645,agent,usa
310,90,romantic,ashamed,DateOthers,100,13970.03694,12150.37208,agent,usa
310,90,romantic,ashamed,InvestRelationship,100,16434.07037,11898.96556,agent,usa
310,90,romantic,ashamed,NoShareReward,90,16632.7844,13536.16537,agent,usa
310,90,romantic,ashamed,RefuseCompensation,0,10831.89214,7639.881495,agent,usa
310,90,romantic,ashamed,NoCompensate4Help,65,14287.10241,10786.24778,agent,usa
311,80,teach,ashamed,ComplainTroubles,100,13250.89674,13464.25104,agent,usa
311,80,teach,ashamed,NoInvest4Needs,85,15320.72711,15651.0526,agent,usa
311,80,teach,ashamed,NoTimeCompany,95,14098.48038,14427.2599,agent,usa
311,80,teach,ashamed,ExpressDisagree,15,14375.69537,14146.27708,agent,usa
311,80,teach,ashamed,RefuseTaskInstruct,31,15686.55432,15258.2151,agent,usa
311,80,teach,ashamed,PursueOwnAction,55,15501.73686,15142.56563,agent,usa
311,80,teach,ashamed,AvoidSex,68,9007.2328,10350.73073,agent,usa
311,80,teach,ashamed,DateOthers,0,12933.55396,13811.09167,agent,usa
311,80,teach,ashamed,InvestRelationship,0,13181.17714,14305.84531,agent,usa
311,80,teach,ashamed,NoShareReward,89,15403.90667,15677.87448,agent,usa
311,80,teach,ashamed,RefuseCompensation,26,9260.780099,9622.836979,agent,usa
311,80,teach,ashamed,NoCompensate4Help,90,12450.52889,12882.23646,agent,usa
312,99,parentchild,ashamed,ComplainTroubles,0,17054.67091,17183.20313,agent,usa
312,99,parentchild,ashamed,NoInvest4Needs,3,20254.76659,20103.02025,agent,usa
312,99,parentchild,ashamed,NoTimeCompany,29,18568.05463,18514.14294,agent,usa
312,99,parentchild,ashamed,ExpressDisagree,69,15768.63941,17008.19792,agent,usa
312,99,parentchild,ashamed,RefuseTaskInstruct,32,16114.48674,17732.94676,agent,usa
312,99,parentchild,ashamed,PursueOwnAction,9,16318.73407,17846.136,agent,usa
312,99,parentchild,ashamed,AvoidSex,5,15975.8681,15630.41377,agent,usa
312,99,parentchild,ashamed,DateOthers,0,18925.98752,18981.54456,agent,usa
312,99,parentchild,ashamed,InvestRelationship,0,18135.50369,18133.01968,agent,usa
312,99,parentchild,ashamed,NoShareReward,23,17746.8323,18546.92593,agent,usa
312,99,parentchild,ashamed,RefuseCompensation,0,9953.391473,10949.61458,agent,usa
312,99,parentchild,ashamed,NoCompensate4Help,4,14408.81171,15084.20197,agent,usa
313,68,acquaintances,ashamed,ComplainTroubles,99,12321.42515,16769.77263,agent,usa
313,68,acquaintances,ashamed,NoInvest4Needs,71,14422.93786,19543.4939,agent,usa
313,68,acquaintances,ashamed,NoTimeCompany,77,13337.91806,18058.11389,agent,usa
313,68,acquaintances,ashamed,ExpressDisagree,62,12658.98553,17115.78469,agent,usa
313,68,acquaintances,ashamed,RefuseTaskInstruct,56,13676.08848,18168.04392,agent,usa
313,68,acquaintances,ashamed,PursueOwnAction,56,13546.82843,18149.68075,agent,usa
313,68,acquaintances,ashamed,AvoidSex,12,10117.9226,14717.16,agent,usa
313,68,acquaintances,ashamed,DateOthers,32,12977.34623,18264.41776,agent,usa
313,68,acquaintances,ashamed,InvestRelationship,14,14749.79136,18720.61246,agent,usa
313,68,acquaintances,ashamed,NoShareReward,75,15200.46136,19316.27637,agent,usa
313,68,acquaintances,ashamed,RefuseCompensation,25,9872.581395,12071.58243,agent,usa
313,68,acquaintances,ashamed,NoCompensate4Help,68,12942.43138,16057.22276,agent,usa
314,76,teach,ashamed,ComplainTroubles,5,13250.89674,13464.25104,agent,usa
314,76,teach,ashamed,NoInvest4Needs,16,15320.72711,15651.0526,agent,usa
314,76,teach,ashamed,NoTimeCompany,72,14098.48038,14427.2599,agent,usa
314,76,teach,ashamed,ExpressDisagree,7,14375.69537,14146.27708,agent,usa
314,76,teach,ashamed,RefuseTaskInstruct,100,15686.55432,15258.2151,agent,usa
314,76,teach,ashamed,PursueOwnAction,73,15501.73686,15142.56563,agent,usa
314,76,teach,ashamed,AvoidSex,46,9007.2328,10350.73073,agent,usa
314,76,teach,ashamed,DateOthers,0,12933.55396,13811.09167,agent,usa
314,76,teach,ashamed,InvestRelationship,0,13181.17714,14305.84531,agent,usa
314,76,teach,ashamed,NoShareReward,10,15403.90667,15677.87448,agent,usa
314,76,teach,ashamed,RefuseCompensation,5,9260.780099,9622.836979,agent,usa
314,76,teach,ashamed,NoCompensate4Help,18,12450.52889,12882.23646,agent,usa
315,100,closefr,ashamed,ComplainTroubles,90,13009.91679,14568.86428,agent,usa
315,100,closefr,ashamed,NoInvest4Needs,92,15527.707,17063.08669,agent,usa
315,100,closefr,ashamed,NoTimeCompany,65,14196.68907,15676.41109,agent,usa
315,100,closefr,ashamed,ExpressDisagree,0,12308.92078,14736.28943,agent,usa
315,100,closefr,ashamed,RefuseTaskInstruct,75,13006.9719,15676.13012,agent,usa
315,100,closefr,ashamed,PursueOwnAction,70,12966.87512,15634.17946,agent,usa
315,100,closefr,ashamed,AvoidSex,12,10146.08006,11569.16166,agent,usa
315,100,closefr,ashamed,DateOthers,71,13179.89377,15078.92277,agent,usa
315,100,closefr,ashamed,InvestRelationship,10,14114.15625,15090.8637,agent,usa
315,100,closefr,ashamed,NoShareReward,60,14568.51211,16242.60511,agent,usa
315,100,closefr,ashamed,RefuseCompensation,0,8337.894622,9538.168445,agent,usa
315,100,closefr,ashamed,NoCompensate4Help,17,11996.40492,13197.96964,agent,usa
316,100,romantic,ashamed,ComplainTroubles,19,13320.13033,12315.80862,agent,usa
316,100,romantic,ashamed,NoInvest4Needs,100,15696.52586,14407.43179,agent,usa
316,100,romantic,ashamed,NoTimeCompany,88,14501.52065,13194.88239,agent,usa
316,100,romantic,ashamed,ExpressDisagree,41,13394.80317,12653.29546,agent,usa
316,100,romantic,ashamed,RefuseTaskInstruct,67,14465.75727,13568.2471,agent,usa
316,100,romantic,ashamed,PursueOwnAction,59,14315.41697,13487.95291,agent,usa
316,100,romantic,ashamed,AvoidSex,50,10940.04439,8773.479645,agent,usa
316,100,romantic,ashamed,DateOthers,65,13970.03694,12150.37208,agent,usa
316,100,romantic,ashamed,InvestRelationship,76,16434.07037,11898.96556,agent,usa
316,100,romantic,ashamed,NoShareReward,82,16632.7844,13536.16537,agent,usa
316,100,romantic,ashamed,RefuseCompensation,59,10831.89214,7639.881495,agent,usa
316,100,romantic,ashamed,NoCompensate4Help,64,14287.10241,10786.24778,agent,usa
317,78,sib,ashamed,ComplainTroubles,58,12027.54239,13357.72744,agent,usa
317,78,sib,ashamed,NoInvest4Needs,81,14291.94792,15638.16784,agent,usa
317,78,sib,ashamed,NoTimeCompany,66,13070.43526,14354.30192,agent,usa
317,78,sib,ashamed,ExpressDisagree,13,11859.45234,13810.83239,agent,usa
317,78,sib,ashamed,RefuseTaskInstruct,0,12811.27204,14935.94296,agent,usa
317,78,sib,ashamed,PursueOwnAction,0,12660.60719,14789.9077,agent,usa
317,78,sib,ashamed,AvoidSex,0,8260.954457,9464.750279,agent,usa
317,78,sib,ashamed,DateOthers,0,11558.95827,13150.33645,agent,usa
317,78,sib,ashamed,InvestRelationship,0,12983.2649,13810.17625,agent,usa
317,78,sib,ashamed,NoShareReward,92,14051.7675,15413.02501,agent,usa
317,78,sib,ashamed,RefuseCompensation,0,8217.268047,9132.722259,agent,usa
317,78,sib,ashamed,NoCompensate4Help,5,11605.78828,12569.4565,agent,usa
318,82,parentchild,ashamed,ComplainTroubles,76,17054.67091,17183.20313,agent,usa
318,82,parentchild,ashamed,NoInvest4Needs,75,20254.76659,20103.02025,agent,usa
318,82,parentchild,ashamed,NoTimeCompany,73,18568.05463,18514.14294,agent,usa
318,82,parentchild,ashamed,ExpressDisagree,40,15768.63941,17008.19792,agent,usa
318,82,parentchild,ashamed,RefuseTaskInstruct,76,16114.48674,17732.94676,agent,usa
318,82,parentchild,ashamed,PursueOwnAction,27,16318.73407,17846.136,agent,usa
318,82,parentchild,ashamed,AvoidSex,0,15975.8681,15630.41377,agent,usa
318,82,parentchild,ashamed,DateOthers,16,18925.98752,18981.54456,agent,usa
318,82,parentchild,ashamed,InvestRelationship,0,18135.50369,18133.01968,agent,usa
318,82,parentchild,ashamed,NoShareReward,73,17746.8323,18546.92593,agent,usa
318,82,parentchild,ashamed,RefuseCompensation,27,9953.391473,10949.61458,agent,usa
318,82,parentchild,ashamed,NoCompensate4Help,59,14408.81171,15084.20197,agent,usa
319,0,fwb,ashamed,ComplainTroubles,73,15020.9117,16715.50668,agent,usa
319,0,fwb,ashamed,NoInvest4Needs,73,17750.00799,19487.32719,agent,usa
319,0,fwb,ashamed,NoTimeCompany,100,16358.29797,17990.77938,agent,usa
319,0,fwb,ashamed,ExpressDisagree,57,14322.14874,16798.25668,agent,usa
319,0,fwb,ashamed,RefuseTaskInstruct,57,14875.77447,17603.64156,agent,usa
319,0,fwb,ashamed,PursueOwnAction,45,14968.67611,17685.5195,agent,usa
319,0,fwb,ashamed,AvoidSex,62,14239.69331,15363.36886,agent,usa
319,0,fwb,ashamed,DateOthers,64,16840.51005,18607.28419,agent,usa
319,0,fwb,ashamed,InvestRelationship,57,17355.41109,18125.97917,agent,usa
319,0,fwb,ashamed,NoShareReward,74,16833.14801,18487.92869,agent,usa
319,0,fwb,ashamed,RefuseCompensation,0,10290.93568,11262.78312,agent,usa
319,0,fwb,ashamed,NoCompensate4Help,69,14094.84423,15187.26629,agent,usa
320,86,dr,ashamed,ComplainTroubles,0,11968.67442,12295.14163,agent,usa
320,86,dr,ashamed,NoInvest4Needs,0,13838.48256,14401.63829,agent,usa
320,86,dr,ashamed,NoTimeCompany,65,12817.10447,13231.86696,agent,usa
320,86,dr,ashamed,ExpressDisagree,0,13065.0731,12525.66363,agent,usa
320,86,dr,ashamed,RefuseTaskInstruct,0,14378.03731,13408.5829,agent,usa
320,86,dr,ashamed,PursueOwnAction,0,14154.45143,13335.51902,agent,usa
320,86,dr,ashamed,AvoidSex,0,8757.862645,9443.766579,agent,usa
320,86,dr,ashamed,DateOthers,0,12071.53301,12535.96967,agent,usa
320,86,dr,ashamed,InvestRelationship,0,13759.47662,12859.61862,agent,usa
320,86,dr,ashamed,NoShareReward,0,15120.32746,13953.16845,agent,usa
320,86,dr,ashamed,RefuseCompensation,0,9919.789608,8273.568709,agent,usa
320,86,dr,ashamed,NoCompensate4Help,100,12762.65649,11389.92236,agent,usa
321,100,sib,ashamed,ComplainTroubles,100,12027.54239,13357.72744,agent,usa
321,100,sib,ashamed,NoInvest4Needs,83,14291.94792,15638.16784,agent,usa
321,100,sib,ashamed,NoTimeCompany,100,13070.43526,14354.30192,agent,usa
321,100,sib,ashamed,ExpressDisagree,91,11859.45234,13810.83239,agent,usa
321,100,sib,ashamed,RefuseTaskInstruct,0,12811.27204,14935.94296,agent,usa
321,100,sib,ashamed,PursueOwnAction,0,12660.60719,14789.9077,agent,usa
321,100,sib,ashamed,AvoidSex,0,8260.954457,9464.750279,agent,usa
321,100,sib,ashamed,DateOthers,0,11558.95827,13150.33645,agent,usa
321,100,sib,ashamed,InvestRelationship,0,12983.2649,13810.17625,agent,usa
321,100,sib,ashamed,NoShareReward,75,14051.7675,15413.02501,agent,usa
321,100,sib,ashamed,RefuseCompensation,0,8217.268047,9132.722259,agent,usa
321,100,sib,ashamed,NoCompensate4Help,84,11605.78828,12569.4565,agent,usa
322,27,acquaintances,ashamed,ComplainTroubles,68,12321.42515,16769.77263,agent,usa
322,27,acquaintances,ashamed,NoInvest4Needs,63,14422.93786,19543.4939,agent,usa
322,27,acquaintances,ashamed,NoTimeCompany,35,13337.91806,18058.11389,agent,usa
322,27,acquaintances,ashamed,ExpressDisagree,40,12658.98553,17115.78469,agent,usa
322,27,acquaintances,ashamed,RefuseTaskInstruct,34,13676.08848,18168.04392,agent,usa
322,27,acquaintances,ashamed,PursueOwnAction,39,13546.82843,18149.68075,agent,usa
322,27,acquaintances,ashamed,AvoidSex,36,10117.9226,14717.16,agent,usa
322,27,acquaintances,ashamed,DateOthers,78,12977.34623,18264.41776,agent,usa
322,27,acquaintances,ashamed,InvestRelationship,33,14749.79136,18720.61246,agent,usa
322,27,acquaintances,ashamed,NoShareReward,64,15200.46136,19316.27637,agent,usa
322,27,acquaintances,ashamed,RefuseCompensation,57,9872.581395,12071.58243,agent,usa
322,27,acquaintances,ashamed,NoCompensate4Help,58,12942.43138,16057.22276,agent,usa
323,75,teach,ashamed,ComplainTroubles,73,13250.89674,13464.25104,agent,usa
323,75,teach,ashamed,NoInvest4Needs,18,15320.72711,15651.0526,agent,usa
323,75,teach,ashamed,NoTimeCompany,11,14098.48038,14427.2599,agent,usa
323,75,teach,ashamed,ExpressDisagree,36,14375.69537,14146.27708,agent,usa
323,75,teach,ashamed,RefuseTaskInstruct,30,15686.55432,15258.2151,agent,usa
323,75,teach,ashamed,PursueOwnAction,28,15501.73686,15142.56563,agent,usa
323,75,teach,ashamed,AvoidSex,0,9007.2328,10350.73073,agent,usa
323,75,teach,ashamed,DateOthers,0,12933.55396,13811.09167,agent,usa
323,75,teach,ashamed,InvestRelationship,0,13181.17714,14305.84531,agent,usa
323,75,teach,ashamed,NoShareReward,48,15403.90667,15677.87448,agent,usa
323,75,teach,ashamed,RefuseCompensation,0,9260.780099,9622.836979,agent,usa
323,75,teach,ashamed,NoCompensate4Help,0,12450.52889,12882.23646,agent,usa
324,100,parentchild,ashamed,ComplainTroubles,95,17054.67091,17183.20313,agent,usa
324,100,parentchild,ashamed,NoInvest4Needs,100,20254.76659,20103.02025,agent,usa
324,100,parentchild,ashamed,NoTimeCompany,100,18568.05463,18514.14294,agent,usa
324,100,parentchild,ashamed,ExpressDisagree,89,15768.63941,17008.19792,agent,usa
324,100,parentchild,ashamed,RefuseTaskInstruct,92,16114.48674,17732.94676,agent,usa
324,100,parentchild,ashamed,PursueOwnAction,61,16318.73407,17846.136,agent,usa
324,100,parentchild,ashamed,AvoidSex,100,15975.8681,15630.41377,agent,usa
324,100,parentchild,ashamed,DateOthers,24,18925.98752,18981.54456,agent,usa
324,100,parentchild,ashamed,InvestRelationship,3,18135.50369,18133.01968,agent,usa
324,100,parentchild,ashamed,NoShareReward,100,17746.8323,18546.92593,agent,usa
324,100,parentchild,ashamed,RefuseCompensation,62,9953.391473,10949.61458,agent,usa
324,100,parentchild,ashamed,NoCompensate4Help,23,14408.81171,15084.20197,agent,usa
325,32,dr,ashamed,ComplainTroubles,17,11968.67442,12295.14163,agent,usa
325,32,dr,ashamed,NoInvest4Needs,58,13838.48256,14401.63829,agent,usa
325,32,dr,ashamed,NoTimeCompany,53,12817.10447,13231.86696,agent,usa
325,32,dr,ashamed,ExpressDisagree,57,13065.0731,12525.66363,agent,usa
325,32,dr,ashamed,RefuseTaskInstruct,61,14378.03731,13408.5829,agent,usa
325,32,dr,ashamed,PursueOwnAction,72,14154.45143,13335.51902,agent,usa
325,32,dr,ashamed,AvoidSex,20,8757.862645,9443.766579,agent,usa
325,32,dr,ashamed,DateOthers,0,12071.53301,12535.96967,agent,usa
325,32,dr,ashamed,InvestRelationship,0,13759.47662,12859.61862,agent,usa
325,32,dr,ashamed,NoShareReward,55,15120.32746,13953.16845,agent,usa
325,32,dr,ashamed,RefuseCompensation,13,9919.789608,8273.568709,agent,usa
325,32,dr,ashamed,NoCompensate4Help,28,12762.65649,11389.92236,agent,usa
326,86,romantic,ashamed,ComplainTroubles,60,13320.13033,12315.80862,agent,usa
326,86,romantic,ashamed,NoInvest4Needs,61,15696.52586,14407.43179,agent,usa
326,86,romantic,ashamed,NoTimeCompany,61,14501.52065,13194.88239,agent,usa
326,86,romantic,ashamed,ExpressDisagree,71,13394.80317,12653.29546,agent,usa
326,86,romantic,ashamed,RefuseTaskInstruct,64,14465.75727,13568.2471,agent,usa
326,86,romantic,ashamed,PursueOwnAction,61,14315.41697,13487.95291,agent,usa
326,86,romantic,ashamed,AvoidSex,57,10940.04439,8773.479645,agent,usa
326,86,romantic,ashamed,DateOthers,65,13970.03694,12150.37208,agent,usa
326,86,romantic,ashamed,InvestRelationship,60,16434.07037,11898.96556,agent,usa
326,86,romantic,ashamed,NoShareReward,57,16632.7844,13536.16537,agent,usa
326,86,romantic,ashamed,RefuseCompensation,65,10831.89214,7639.881495,agent,usa
326,86,romantic,ashamed,NoCompensate4Help,56,14287.10241,10786.24778,agent,usa
327,100,closefr,ashamed,ComplainTroubles,86,13009.91679,14568.86428,agent,usa
327,100,closefr,ashamed,NoInvest4Needs,80,15527.707,17063.08669,agent,usa
327,100,closefr,ashamed,NoTimeCompany,91,14196.68907,15676.41109,agent,usa
327,100,closefr,ashamed,ExpressDisagree,74,12308.92078,14736.28943,agent,usa
327,100,closefr,ashamed,RefuseTaskInstruct,16,13006.9719,15676.13012,agent,usa
327,100,closefr,ashamed,PursueOwnAction,6,12966.87512,15634.17946,agent,usa
327,100,closefr,ashamed,AvoidSex,0,10146.08006,11569.16166,agent,usa
327,100,closefr,ashamed,DateOthers,0,13179.89377,15078.92277,agent,usa
