subject,relationship_imp,relationship,emotion_type,action,emotion_intensity,mb_violation_us,mb_violation_cn,perspective,culture
262,100,closefr,sad,AvoidSex,10,10146.08006,11569.16166,patient,usa
262,100,closefr,sad,DateOthers,0,13179.89377,15078.92277,patient,usa
262,100,closefr,sad,InvestRelationship,0,14114.15625,15090.8637,patient,usa
262,100,closefr,sad,NoShareReward,100,14568.51211,16242.60511,patient,usa
262,100,closefr,sad,RefuseCompensation,0,8337.894622,9538.168445,patient,usa
262,100,closefr,sad,NoCompensate4Help,0,11996.40492,13197.96964,patient,usa
263,86,sib,sad,ComplainTroubles,78,12027.54239,13357.72744,patient,usa
263,86,sib,sad,NoInvest4Needs,79,14291.94792,15638.16784,patient,usa
263,86,sib,sad,NoTimeCompany,91,13070.43526,14354.30192,patient,usa
263,86,sib,sad,ExpressDisagree,64,11859.45234,13810.83239,patient,usa
263,86,sib,sad,RefuseTaskInstruct,55,12811.27204,14935.94296,patient,usa
263,86,sib,sad,PursueOwnAction,60,12660.60719,14789.9077,patient,usa
263,86,sib,sad,AvoidSex,0,8260.954457,9464.750279,patient,usa
263,86,sib,sad,DateOthers,0,11558.95827,13150.33645,patient,usa
263,86,sib,sad,InvestRelationship,0,12983.2649,13810.17625,patient,usa
263,86,sib,sad,NoShareReward,88,14051.7675,15413.02501,patient,usa
263,86,sib,sad,RefuseCompensation,0,8217.268047,9132.722259,patient,usa
263,86,sib,sad,NoCompensate4Help,28,11605.78828,12569.4565,patient,usa
264,54,dr,sad,ComplainTroubles,0,11968.67442,12295.14163,patient,usa
264,54,dr,sad,NoInvest4Needs,47,13838.48256,14401.63829,patient,usa
264,54,dr,sad,NoTimeCompany,0,12817.10447,13231.86696,patient,usa
264,54,dr,sad,ExpressDisagree,0,13065.0731,12525.66363,patient,usa
264,54,dr,sad,RefuseTaskInstruct,50,14378.03731,13408.5829,patient,usa
264,54,dr,sad,PursueOwnAction,0,14154.45143,13335.51902,patient,usa
264,54,dr,sad,AvoidSex,0,8757.862645,9443.766579,patient,usa
264,54,dr,sad,DateOthers,0,12071.53301,12535.96967,patient,usa
264,54,dr,sad,InvestRelationship,0,13759.47662,12859.61862,patient,usa
264,54,dr,sad,NoShareReward,50,15120.32746,13953.16845,patient,usa
264,54,dr,sad,RefuseCompensation,0,9919.789608,8273.568709,patient,usa
264,54,dr,sad,NoCompensate4Help,4,12762.65649,11389.92236,patient,usa
265,18,fwb,sad,ComplainTroubles,68,15020.9117,16715.50668,patient,usa
265,18,fwb,sad,NoInvest4Needs,64,17750.00799,19487.32719,patient,usa
265,18,fwb,sad,NoTimeCompany,63,16358.29797,17990.77938,patient,usa
265,18,fwb,sad,ExpressDisagree,67,14322.14874,16798.25668,patient,usa
265,18,fwb,sad,RefuseTaskInstruct,34,14875.77447,17603.64156,patient,usa
265,18,fwb,sad,PursueOwnAction,18,14968.67611,17685.5195,patient,usa
265,18,fwb,sad,AvoidSex,58,14239.69331,15363.36886,patient,usa
265,18,fwb,sad,DateOthers,21,16840.51005,18607.28419,patient,usa
265,18,fwb,sad,InvestRelationship,34,17355.41109,18125.97917,patient,usa
265,18,fwb,sad,NoShareReward,66,16833.14801,18487.92869,patient,usa
265,18,fwb,sad,RefuseCompensation,0,10290.93568,11262.78312,patient,usa
265,18,fwb,sad,NoCompensate4Help,57,14094.84423,15187.26629,patient,usa
266,50,acquaintances,sad,ComplainTroubles,50,12321.42515,16769.77263,patient,usa
266,50,acquaintances,sad,NoInvest4Needs,70,14422.93786,19543.4939,patient,usa
266,50,acquaintances,sad,NoTimeCompany,67,13337.91806,18058.11389,patient,usa
266,50,acquaintances,sad,ExpressDisagree,100,12658.98553,17115.78469,patient,usa
266,50,acquaintances,sad,RefuseTaskInstruct,70,13676.08848,18168.04392,patient,usa
266,50,acquaintances,sad,PursueOwnAction,0,13546.82843,18149.68075,patient,usa
266,50,acquaintances,sad,AvoidSex,0,10117.9226,14717.16,patient,usa
266,50,acquaintances,sad,DateOthers,0,12977.34623,18264.41776,patient,usa
266,50,acquaintances,sad,InvestRelationship,0,14749.79136,18720.61246,patient,usa
266,50,acquaintances,sad,NoShareReward,61,15200.46136,19316.27637,patient,usa
266,50,acquaintances,sad,RefuseCompensation,15,9872.581395,12071.58243,patient,usa
266,50,acquaintances,sad,NoCompensate4Help,70,12942.43138,16057.22276,patient,usa
267,60,housemate,sad,ComplainTroubles,50,12903.50363,14427.54241,patient,usa
267,60,housemate,sad,NoInvest4Needs,86,15179.14423,16790.22063,patient,usa
267,60,housemate,sad,NoTimeCompany,88,13876.29736,15515.91841,patient,usa
267,60,housemate,sad,ExpressDisagree,50,13152.43438,15103.11419,patient,usa
267,60,housemate,sad,RefuseTaskInstruct,71,14202.76214,16313.4933,patient,usa
267,60,housemate,sad,PursueOwnAction,60,14062.94773,16176.04581,patient,usa
267,60,housemate,sad,AvoidSex,0,8578.461149,11548.08723,patient,usa
267,60,housemate,sad,DateOthers,0,12315.06713,15068.84187,patient,usa
267,60,housemate,sad,InvestRelationship,0,12683.82125,16297.9113,patient,usa
267,60,housemate,sad,NoShareReward,100,14486.22202,17333.42961,patient,usa
267,60,housemate,sad,RefuseCompensation,0,8175.874909,11021.83508,patient,usa
267,60,housemate,sad,NoCompensate4Help,71,11629.61519,14508.84702,patient,usa
268,75,teach,sad,ComplainTroubles,60,13250.89674,13464.25104,patient,usa
268,75,teach,sad,NoInvest4Needs,70,15320.72711,15651.0526,patient,usa
268,75,teach,sad,NoTimeCompany,83,14098.48038,14427.2599,patient,usa
268,75,teach,sad,ExpressDisagree,90,14375.69537,14146.27708,patient,usa
268,75,teach,sad,RefuseTaskInstruct,66,15686.55432,15258.2151,patient,usa
268,75,teach,sad,PursueOwnAction,50,15501.73686,15142.56563,patient,usa
268,75,teach,sad,AvoidSex,0,9007.2328,10350.73073,patient,usa
268,75,teach,sad,DateOthers,0,12933.55396,13811.09167,patient,usa
268,75,teach,sad,InvestRelationship,0,13181.17714,14305.84531,patient,usa
268,75,teach,sad,NoShareReward,64,15403.90667,15677.87448,patient,usa
268,75,teach,sad,RefuseCompensation,5,9260.780099,9622.836979,patient,usa
268,75,teach,sad,NoCompensate4Help,58,12450.52889,12882.23646,patient,usa
269,100,sib,sad,ComplainTroubles,91,12027.54239,13357.72744,patient,usa
269,100,sib,sad,NoInvest4Needs,72,14291.94792,15638.16784,patient,usa
269,100,sib,sad,NoTimeCompany,88,13070.43526,14354.30192,patient,usa
269,100,sib,sad,ExpressDisagree,91,11859.45234,13810.83239,patient,usa
269,100,sib,sad,RefuseTaskInstruct,70,12811.27204,14935.94296,patient,usa
269,100,sib,sad,PursueOwnAction,59,12660.60719,14789.9077,patient,usa
269,100,sib,sad,AvoidSex,0,8260.954457,9464.750279,patient,usa
269,100,sib,sad,DateOthers,0,11558.95827,13150.33645,patient,usa
269,100,sib,sad,InvestRelationship,0,12983.2649,13810.17625,patient,usa
269,100,sib,sad,NoShareReward,95,14051.7675,15413.02501,patient,usa
269,100,sib,sad,RefuseCompensation,0,8217.268047,9132.722259,patient,usa
269,100,sib,sad,NoCompensate4Help,28,11605.78828,12569.4565,patient,usa
270,70,closefr,sad,ComplainTroubles,77,13009.91679,14568.86428,patient,usa
270,70,closefr,sad,NoInvest4Needs,62,15527.707,17063.08669,patient,usa
270,70,closefr,sad,NoTimeCompany,60,14196.68907,15676.41109,patient,usa
270,70,closefr,sad,ExpressDisagree,25,12308.92078,14736.28943,patient,usa
270,70,closefr,sad,RefuseTaskInstruct,46,13006.9719,15676.13012,patient,usa
270,70,closefr,sad,PursueOwnAction,17,12966.87512,15634.17946,patient,usa
270,70,closefr,sad,AvoidSex,0,10146.08006,11569.16166,patient,usa
270,70,closefr,sad,DateOthers,0,13179.89377,15078.92277,patient,usa
270,70,closefr,sad,InvestRelationship,0,14114.15625,15090.8637,patient,usa
270,70,closefr,sad,NoShareReward,73,14568.51211,16242.60511,patient,usa
270,70,closefr,sad,RefuseCompensation,19,8337.894622,9538.168445,patient,usa
270,70,closefr,sad,NoCompensate4Help,7,11996.40492,13197.96964,patient,usa
271,100,romantic,sad,ComplainTroubles,100,13320.13033,12315.80862,patient,usa
271,100,romantic,sad,NoInvest4Needs,100,15696.52586,14407.43179,patient,usa
271,100,romantic,sad,NoTimeCompany,100,14501.52065,13194.88239,patient,usa
271,100,romantic,sad,ExpressDisagree,76,13394.80317,12653.29546,patient,usa
271,100,romantic,sad,RefuseTaskInstruct,13,14465.75727,13568.2471,patient,usa
271,100,romantic,sad,PursueOwnAction,18,14315.41697,13487.95291,patient,usa
271,100,romantic,sad,AvoidSex,100,10940.04439,8773.479645,patient,usa
271,100,romantic,sad,DateOthers,100,13970.03694,12150.37208,patient,usa
271,100,romantic,sad,InvestRelationship,100,16434.07037,11898.96556,patient,usa
271,100,romantic,sad,NoShareReward,82,16632.7844,13536.16537,patient,usa
271,100,romantic,sad,RefuseCompensation,0,10831.89214,7639.881495,patient,usa
271,100,romantic,sad,NoCompensate4Help,70,14287.10241,10786.24778,patient,usa
272,15,fwb,sad,ComplainTroubles,58,15020.9117,16715.50668,patient,usa
272,15,fwb,sad,NoInvest4Needs,70,17750.00799,19487.32719,patient,usa
272,15,fwb,sad,NoTimeCompany,75,16358.29797,17990.77938,patient,usa
272,15,fwb,sad,ExpressDisagree,72,14322.14874,16798.25668,patient,usa
272,15,fwb,sad,RefuseTaskInstruct,62,14875.77447,17603.64156,patient,usa
272,15,fwb,sad,PursueOwnAction,62,14968.67611,17685.5195,patient,usa
272,15,fwb,sad,AvoidSex,97,14239.69331,15363.36886,patient,usa
272,15,fwb,sad,DateOthers,82,16840.51005,18607.28419,patient,usa
272,15,fwb,sad,InvestRelationship,77,17355.41109,18125.97917,patient,usa
272,15,fwb,sad,NoShareReward,80,16833.14801,18487.92869,patient,usa
272,15,fwb,sad,RefuseCompensation,62,10290.93568,11262.78312,patient,usa
272,15,fwb,sad,NoCompensate4Help,59,14094.84423,15187.26629,patient,usa
273,75,parentchild,sad,ComplainTroubles,0,17054.67091,17183.20313,patient,usa
273,75,parentchild,sad,NoInvest4Needs,78,20254.76659,20103.02025,patient,usa
273,75,parentchild,sad,NoTimeCompany,54,18568.05463,18514.14294,patient,usa
273,75,parentchild,sad,ExpressDisagree,81,15768.63941,17008.19792,patient,usa
273,75,parentchild,sad,RefuseTaskInstruct,53,16114.48674,17732.94676,patient,usa
273,75,parentchild,sad,PursueOwnAction,0,16318.73407,17846.136,patient,usa
273,75,parentchild,sad,AvoidSex,0,15975.8681,15630.41377,patient,usa
273,75,parentchild,sad,DateOthers,0,18925.98752,18981.54456,patient,usa
273,75,parentchild,sad,InvestRelationship,0,18135.50369,18133.01968,patient,usa
273,75,parentchild,sad,NoShareReward,38,17746.8323,18546.92593,patient,usa
273,75,parentchild,sad,RefuseCompensation,0,9953.391473,10949.61458,patient,usa
273,75,parentchild,sad,NoCompensate4Help,0,14408.81171,15084.20197,patient,usa
274,100,parentchild,sad,ComplainTroubles,70,17054.67091,17183.20313,patient,usa
274,100,parentchild,sad,NoInvest4Needs,100,20254.76659,20103.02025,patient,usa
274,100,parentchild,sad,NoTimeCompany,100,18568.05463,18514.14294,patient,usa
274,100,parentchild,sad,ExpressDisagree,75,15768.63941,17008.19792,patient,usa
274,100,parentchild,sad,RefuseTaskInstruct,70,16114.48674,17732.94676,patient,usa
274,100,parentchild,sad,PursueOwnAction,60,16318.73407,17846.136,patient,usa
274,100,parentchild,sad,AvoidSex,0,15975.8681,15630.41377,patient,usa
274,100,parentchild,sad,DateOthers,0,18925.98752,18981.54456,patient,usa
274,100,parentchild,sad,InvestRelationship,0,18135.50369,18133.01968,patient,usa
274,100,parentchild,sad,NoShareReward,50,17746.8323,18546.92593,patient,usa
274,100,parentchild,sad,RefuseCompensation,0,9953.391473,10949.61458,patient,usa
274,100,parentchild,sad,NoCompensate4Help,70,14408.81171,15084.20197,patient,usa
275,100,closefr,sad,ComplainTroubles,92,13009.91679,14568.86428,patient,usa
275,100,closefr,sad,NoInvest4Needs,100,15527.707,17063.08669,patient,usa
275,100,closefr,sad,NoTimeCompany,82,14196.68907,15676.41109,patient,usa
275,100,closefr,sad,ExpressDisagree,87,12308.92078,14736.28943,patient,usa
275,100,closefr,sad,RefuseTaskInstruct,29,13006.9719,15676.13012,patient,usa
275,100,closefr,sad,PursueOwnAction,64,12966.87512,15634.17946,patient,usa
275,100,closefr,sad,AvoidSex,0,10146.08006,11569.16166,patient,usa
275,100,closefr,sad,DateOthers,0,13179.89377,15078.92277,patient,usa
275,100,closefr,sad,InvestRelationship,0,14114.15625,15090.8637,patient,usa
275,100,closefr,sad,NoShareReward,100,14568.51211,16242.60511,patient,usa
275,100,closefr,sad,RefuseCompensation,9,8337.894622,9538.168445,patient,usa
275,100,closefr,sad,NoCompensate4Help,96,11996.40492,13197.96964,patient,usa
276,76,sib,sad,ComplainTroubles,17,12027.54239,13357.72744,patient,usa
276,76,sib,sad,NoInvest4Needs,27,14291.94792,15638.16784,patient,usa
276,76,sib,sad,NoTimeCompany,44,13070.43526,14354.30192,patient,usa
276,76,sib,sad,ExpressDisagree,8,11859.45234,13810.83239,patient,usa
276,76,sib,sad,RefuseTaskInstruct,5,12811.27204,14935.94296,patient,usa
276,76,sib,sad,PursueOwnAction,4,12660.60719,14789.9077,patient,usa
276,76,sib,sad,AvoidSex,0,8260.954457,9464.750279,patient,usa
276,76,sib,sad,DateOthers,0,11558.95827,13150.33645,patient,usa
276,76,sib,sad,InvestRelationship,0,12983.2649,13810.17625,patient,usa
276,76,sib,sad,NoShareReward,51,14051.7675,15413.02501,patient,usa
276,76,sib,sad,RefuseCompensation,15,8217.268047,9132.722259,patient,usa
276,76,sib,sad,NoCompensate4Help,37,11605.78828,12569.4565,patient,usa
277,82,teach,sad,ComplainTroubles,19,13250.89674,13464.25104,patient,usa
277,82,teach,sad,NoInvest4Needs,100,15320.72711,15651.0526,patient,usa
277,82,teach,sad,NoTimeCompany,78,14098.48038,14427.2599,patient,usa
277,82,teach,sad,ExpressDisagree,0,14375.69537,14146.27708,patient,usa
277,82,teach,sad,RefuseTaskInstruct,28,15686.55432,15258.2151,patient,usa
277,82,teach,sad,PursueOwnAction,0,15501.73686,15142.56563,patient,usa
277,82,teach,sad,AvoidSex,0,9007.2328,10350.73073,patient,usa
277,82,teach,sad,DateOthers,0,12933.55396,13811.09167,patient,usa
277,82,teach,sad,InvestRelationship,0,13181.17714,14305.84531,patient,usa
277,82,teach,sad,NoShareReward,71,15403.90667,15677.87448,patient,usa
277,82,teach,sad,RefuseCompensation,0,9260.780099,9622.836979,patient,usa
277,82,teach,sad,NoCompensate4Help,0,12450.52889,12882.23646,patient,usa
278,90,acquaintances,sad,ComplainTroubles,75,12321.42515,16769.77263,patient,usa
278,90,acquaintances,sad,NoInvest4Needs,100,14422.93786,19543.4939,patient,usa
278,90,acquaintances,sad,NoTimeCompany,76,13337.91806,18058.11389,patient,usa
278,90,acquaintances,sad,ExpressDisagree,77,12658.98553,17115.78469,patient,usa
278,90,acquaintances,sad,RefuseTaskInstruct,56,13676.08848,18168.04392,patient,usa
278,90,acquaintances,sad,PursueOwnAction,42,13546.82843,18149.68075,patient,usa
278,90,acquaintances,sad,AvoidSex,100,10117.9226,14717.16,patient,usa
278,90,acquaintances,sad,DateOthers,100,12977.34623,18264.41776,patient,usa
278,90,acquaintances,sad,InvestRelationship,100,14749.79136,18720.61246,patient,usa
278,90,acquaintances,sad,NoShareReward,69,15200.46136,19316.27637,patient,usa
278,90,acquaintances,sad,RefuseCompensation,57,9872.581395,12071.58243,patient,usa
278,90,acquaintances,sad,NoCompensate4Help,77,12942.43138,16057.22276,patient,usa
279,65,housemate,sad,ComplainTroubles,27,12903.50363,14427.54241,patient,usa
279,65,housemate,sad,NoInvest4Needs,100,15179.14423,16790.22063,patient,usa
279,65,housemate,sad,NoTimeCompany,100,13876.29736,15515.91841,patient,usa
279,65,housemate,sad,ExpressDisagree,0,13152.43438,15103.11419,patient,usa
279,65,housemate,sad,RefuseTaskInstruct,0,14202.76214,16313.4933,patient,usa
279,65,housemate,sad,PursueOwnAction,0,14062.94773,16176.04581,patient,usa
279,65,housemate,sad,AvoidSex,0,8578.461149,11548.08723,patient,usa
279,65,housemate,sad,DateOthers,0,12315.06713,15068.84187,patient,usa
279,65,housemate,sad,InvestRelationship,0,12683.82125,16297.9113,patient,usa
279,65,housemate,sad,NoShareReward,62,14486.22202,17333.42961,patient,usa
279,65,housemate,sad,RefuseCompensation,0,8175.874909,11021.83508,patient,usa
279,65,housemate,sad,NoCompensate4Help,0,11629.61519,14508.84702,patient,usa
280,74,dr,sad,ComplainTroubles,33,11968.67442,12295.14163,patient,usa
280,74,dr,sad,NoInvest4Needs,50,13838.48256,14401.63829,patient,usa
280,74,dr,sad,NoTimeCompany,50,12817.10447,13231.86696,patient,usa
280,74,dr,sad,ExpressDisagree,62,13065.0731,12525.66363,patient,usa
280,74,dr,sad,RefuseTaskInstruct,19,14378.03731,13408.5829,patient,usa
280,74,dr,sad,PursueOwnAction,34,14154.45143,13335.51902,patient,usa
280,74,dr,sad,AvoidSex,38,8757.862645,9443.766579,patient,usa
280,74,dr,sad,DateOthers,33,12071.53301,12535.96967,patient,usa
280,74,dr,sad,InvestRelationship,29,13759.47662,12859.61862,patient,usa
280,74,dr,sad,NoShareReward,38,15120.32746,13953.16845,patient,usa
280,74,dr,sad,RefuseCompensation,0,9919.789608,8273.568709,patient,usa
280,74,dr,sad,NoCompensate4Help,50,12762.65649,11389.92236,patient,usa
281,0,fwb,sad,ComplainTroubles,31,15020.9117,16715.50668,patient,usa
281,0,fwb,sad,NoInvest4Needs,63,17750.00799,19487.32719,patient,usa
281,0,fwb,sad,NoTimeCompany,75,16358.29797,17990.77938,patient,usa
281,0,fwb,sad,ExpressDisagree,32,14322.14874,16798.25668,patient,usa
281,0,fwb,sad,RefuseTaskInstruct,0,14875.77447,17603.64156,patient,usa
281,0,fwb,sad,PursueOwnAction,22,14968.67611,17685.5195,patient,usa
281,0,fwb,sad,AvoidSex,25,14239.69331,15363.36886,patient,usa
281,0,fwb,sad,DateOthers,3,16840.51005,18607.28419,patient,usa
281,0,fwb,sad,InvestRelationship,0,17355.41109,18125.97917,patient,usa
281,0,fwb,sad,NoShareReward,35,16833.14801,18487.92869,patient,usa
281,0,fwb,sad,RefuseCompensation,0,10290.93568,11262.78312,patient,usa
281,0,fwb,sad,NoCompensate4Help,5,14094.84423,15187.26629,patient,usa
282,100,romantic,sad,ComplainTroubles,96,13320.13033,12315.80862,patient,usa
282,100,romantic,sad,NoInvest4Needs,100,15696.52586,14407.43179,patient,usa
282,100,romantic,sad,NoTimeCompany,100,14501.52065,13194.88239,patient,usa
282,100,romantic,sad,ExpressDisagree,81,13394.80317,12653.29546,patient,usa
282,100,romantic,sad,RefuseTaskInstruct,65,14465.75727,13568.2471,patient,usa
282,100,romantic,sad,PursueOwnAction,71,14315.41697,13487.95291,patient,usa
282,100,romantic,sad,AvoidSex,85,10940.04439,8773.479645,patient,usa
282,100,romantic,sad,DateOthers,100,13970.03694,12150.37208,patient,usa
282,100,romantic,sad,InvestRelationship,100,16434.07037,11898.96556,patient,usa
282,100,romantic,sad,NoShareReward,90,16632.7844,13536.16537,patient,usa
282,100,romantic,sad,RefuseCompensation,0,10831.89214,7639.881495,patient,usa
282,100,romantic,sad,NoCompensate4Help,78,14287.10241,10786.24778,patient,usa
283,60,fwb,sad,ComplainTroubles,65,15020.9117,16715.50668,patient,usa
283,60,fwb,sad,NoInvest4Needs,100,17750.00799,19487.32719,patient,usa
283,60,fwb,sad,NoTimeCompany,91,16358.29797,17990.77938,patient,usa
283,60,fwb,sad,ExpressDisagree,10,14322.14874,16798.25668,patient,usa
283,60,fwb,sad,RefuseTaskInstruct,0,14875.77447,17603.64156,patient,usa
283,60,fwb,sad,PursueOwnAction,0,14968.67611,17685.5195,patient,usa
283,60,fwb,sad,AvoidSex,90,14239.69331,15363.36886,patient,usa
283,60,fwb,sad,DateOthers,37,16840.51005,18607.28419,patient,usa
283,60,fwb,sad,InvestRelationship,60,17355.41109,18125.97917,patient,usa
283,60,fwb,sad,NoShareReward,33,16833.14801,18487.92869,patient,usa
283,60,fwb,sad,RefuseCompensation,0,10290.93568,11262.78312,patient,usa
283,60,fwb,sad,NoCompensate4Help,10,14094.84423,15187.26629,patient,usa
284,81,closefr,sad,ComplainTroubles,82,13009.91679,14568.86428,patient,usa
284,81,closefr,sad,NoInvest4Needs,68,15527.707,17063.08669,patient,usa
284,81,closefr,sad,NoTimeCompany,88,14196.68907,15676.41109,patient,usa
284,81,closefr,sad,ExpressDisagree,4,12308.92078,14736.28943,patient,usa
284,81,closefr,sad,RefuseTaskInstruct,60,13006.9719,15676.13012,patient,usa
284,81,closefr,sad,PursueOwnAction,60,12966.87512,15634.17946,patient,usa
284,81,closefr,sad,AvoidSex,0,10146.08006,11569.16166,patient,usa
284,81,closefr,sad,DateOthers,0,13179.89377,15078.92277,patient,usa
284,81,closefr,sad,InvestRelationship,0,14114.15625,15090.8637,patient,usa
284,81,closefr,sad,NoShareReward,0,14568.51211,16242.60511,patient,usa
284,81,closefr,sad,RefuseCompensation,0,8337.894622,9538.168445,patient,usa
284,81,closefr,sad,NoCompensate4Help,31,11996.40492,13197.96964,patient,usa
285,100,romantic,sad,ComplainTroubles,50,13320.13033,12315.80862,patient,usa
285,100,romantic,sad,NoInvest4Needs,100,15696.52586,14407.43179,patient,usa
285,100,romantic,sad,NoTimeCompany,100,14501.52065,13194.88239,patient,usa
285,100,romantic,sad,ExpressDisagree,95,13394.80317,12653.29546,patient,usa
285,100,romantic,sad,RefuseTaskInstruct,85,14465.75727,13568.2471,patient,usa
285,100,romantic,sad,PursueOwnAction,0,14315.41697,13487.95291,patient,usa
285,100,romantic,sad,AvoidSex,100,10940.04439,8773.479645,patient,usa
285,100,romantic,sad,DateOthers,100,13970.03694,12150.37208,patient,usa
285,100,romantic,sad,InvestRelationship,100,16434.07037,11898.96556,patient,usa
285,100,romantic,sad,NoShareReward,100,16632.7844,13536.16537,patient,usa
285,100,romantic,sad,RefuseCompensation,0,10831.89214,7639.881495,patient,usa
285,100,romantic,sad,NoCompensate4Help,0,14287.10241,10786.24778,patient,usa
286,20,acquaintances,sad,ComplainTroubles,50,12321.42515,16769.77263,patient,usa
286,20,acquaintances,sad,NoInvest4Needs,100,14422.93786,19543.4939,patient,usa
286,20,acquaintances,sad,NoTimeCompany,100,13337.91806,18058.11389,patient,usa
286,20,acquaintances,sad,ExpressDisagree,100,12658.98553,17115.78469,patient,usa
286,20,acquaintances,sad,RefuseTaskInstruct,26,13676.08848,18168.04392,patient,usa
286,20,acquaintances,sad,PursueOwnAction,65,13546.82843,18149.68075,patient,usa
286,20,acquaintances,sad,AvoidSex,100,10117.9226,14717.16,patient,usa
286,20,acquaintances,sad,DateOthers,100,12977.34623,18264.41776,patient,usa
286,20,acquaintances,sad,InvestRelationship,100,14749.79136,18720.61246,patient,usa
286,20,acquaintances,sad,NoShareReward,100,15200.46136,19316.27637,patient,usa
286,20,acquaintances,sad,RefuseCompensation,28,9872.581395,12071.58243,patient,usa
286,20,acquaintances,sad,NoCompensate4Help,0,12942.43138,16057.22276,patient,usa
287,42,housemate,sad,ComplainTroubles,82,12903.50363,14427.54241,patient,usa
287,42,housemate,sad,NoInvest4Needs,89,15179.14423,16790.22063,patient,usa
287,42,housemate,sad,NoTimeCompany,98,13876.29736,15515.91841,patient,usa
287,42,housemate,sad,ExpressDisagree,73,13152.43438,15103.11419,patient,usa
287,42,housemate,sad,RefuseTaskInstruct,65,14202.76214,16313.4933,patient,usa
287,42,housemate,sad,PursueOwnAction,64,14062.94773,16176.04581,patient,usa
287,42,housemate,sad,AvoidSex,0,8578.461149,11548.08723,patient,usa
287,42,housemate,sad,DateOthers,0,12315.06713,15068.84187,patient,usa
287,42,housemate,sad,InvestRelationship,0,12683.82125,16297.9113,patient,usa
287,42,housemate,sad,NoShareReward,96,14486.22202,17333.42961,patient,usa
287,42,housemate,sad,RefuseCompensation,24,8175.874909,11021.83508,patient,usa
287,42,housemate,sad,NoCompensate4Help,39,11629.61519,14508.84702,patient,usa
288,100,sib,sad,ComplainTroubles,0,12027.54239,13357.72744,patient,usa
288,100,sib,sad,NoInvest4Needs,100,14291.94792,15638.16784,patient,usa
288,100,sib,sad,NoTimeCompany,100,13070.43526,14354.30192,patient,usa
288,100,sib,sad,ExpressDisagree,69,11859.45234,13810.83239,patient,usa
288,100,sib,sad,RefuseTaskInstruct,0,12811.27204,14935.94296,patient,usa
288,100,sib,sad,PursueOwnAction,58,12660.60719,14789.9077,patient,usa
288,100,sib,sad,AvoidSex,0,8260.954457,9464.750279,patient,usa
288,100,sib,sad,DateOthers,0,11558.95827,13150.33645,patient,usa
288,100,sib,sad,InvestRelationship,0,12983.2649,13810.17625,patient,usa
288,100,sib,sad,NoShareReward,100,14051.7675,15413.02501,patient,usa
288,100,sib,sad,RefuseCompensation,0,8217.268047,9132.722259,patient,usa
288,100,sib,sad,NoCompensate4Help,67,11605.78828,12569.4565,patient,usa
289,77,dr,sad,ComplainTroubles,76,11968.67442,12295.14163,patient,usa
289,77,dr,sad,NoInvest4Needs,59,13838.48256,14401.63829,patient,usa
289,77,dr,sad,NoTimeCompany,0,12817.10447,13231.86696,patient,usa
289,77,dr,sad,ExpressDisagree,0,13065.0731,12525.66363,patient,usa
289,77,dr,sad,RefuseTaskInstruct,0,14378.03731,13408.5829,patient,usa
289,77,dr,sad,PursueOwnAction,0,14154.45143,13335.51902,patient,usa
289,77,dr,sad,AvoidSex,0,8757.862645,9443.766579,patient,usa
289,77,dr,sad,DateOthers,0,12071.53301,12535.96967,patient,usa
289,77,dr,sad,InvestRelationship,0,13759.47662,12859.61862,patient,usa
289,77,dr,sad,NoShareReward,0,15120.32746,13953.16845,patient,usa
289,77,dr,sad,RefuseCompensation,0,9919.789608,8273.568709,patient,usa
289,77,dr,sad,NoCompensate4Help,0,12762.65649,11389.92236,patient,usa
290,93,teach,sad,ComplainTroubles,0,13250.89674,13464.25104,patient,usa
290,93,teach,sad,NoInvest4Needs,0,15320.72711,15651.0526,patient,usa
290,93,teach,sad,NoTimeCompany,50,14098.48038,14427.2599,patient,usa
290,93,teach,sad,ExpressDisagree,50,14375.69537,14146.27708,patient,usa
290,93,teach,sad,RefuseTaskInstruct,50,15686.55432,15258.2151,patient,usa
290,93,teach,sad,PursueOwnAction,14,15501.73686,15142.56563,patient,usa
290,93,teach,sad,AvoidSex,50,9007.2328,10350.73073,patient,usa
290,93,teach,sad,DateOthers,0,12933.55396,13811.09167,patient,usa
290,93,teach,sad,InvestRelationship,0,13181.17714,14305.84531,patient,usa
290,93,teach,sad,NoShareReward,50,15403.90667,15677.87448,patient,usa
290,93,teach,sad,RefuseCompensation,0,9260.780099,9622.836979,patient,usa
290,93,teach,sad,NoCompensate4Help,50,12450.52889,12882.23646,patient,usa
291,80,parentchild,sad,ComplainTroubles,71,17054.67091,17183.20313,patient,usa
291,80,parentchild,sad,NoInvest4Needs,75,20254.76659,20103.02025,patient,usa
291,80,parentchild,sad,NoTimeCompany,61,18568.05463,18514.14294,patient,usa
291,80,parentchild,sad,ExpressDisagree,60,15768.63941,17008.19792,patient,usa
291,80,parentchild,sad,RefuseTaskInstruct,25,16114.48674,17732.94676,patient,usa
291,80,parentchild,sad,PursueOwnAction,60,16318.73407,17846.136,patient,usa
291,80,parentchild,sad,AvoidSex,0,15975.8681,15630.41377,patient,usa
291,80,parentchild,sad,DateOthers,0,18925.98752,18981.54456,patient,usa
291,80,parentchild,sad,InvestRelationship,0,18135.50369,18133.01968,patient,usa
